Date,movement_percentage,Open,High,Low,Close,Adj Close,Volume
2015-01-06,-0.024344114960896564,-0.006920340604111952,-0.006920340604111952,-0.024872467546751098,-2.4718839243812463,-2.4718839243812463,111238929
2015-01-07,0.003508930919925644,0.0003978630334404709,0.006666416160312272,0.00024313852043578166,0.32581769397261107,0.32581769397261107,96820252
2015-01-08,0.017394100719266056,0.008143091092709387,0.018340126584648564,0.008143091092709387,1.720514783294521,1.720514783294521,108488344
2015-01-09,-0.002430171800697846,0.0010142855132533324,0.005037870628261443,-0.0024301718006978223,-0.2707359958519783,-0.2707359958519783,98908302
2015-01-12,-0.004045323246068142,-0.0019054687822144256,0.0015267622873438302,-0.0040453232460681,-0.4329700233954534,-0.4329700233954534,84290218
2015-01-13,0.005828966148415284,-0.0016920344726146785,0.00822810324352008,-0.001807524269200167,0.5588538344778872,0.5588538344778872,92735481
2015-01-14,-0.0055861262159058594,0.0004441170735935973,0.0011265408696030654,-0.007592235533698699,-0.5877361118413664,-0.5877361118413664,93381279
2015-01-15,-0.0016491961530374966,0.0018616091317973371,0.004270045521735266,-0.0033909825788677184,-0.19229082893187993,-0.19229082893187993,89523585
2015-01-16,-0.0029241393155985673,0.008802968656063337,0.010012994962406374,-0.006069771273386371,-0.3203526058904338,-0.3203526058904338,115876618
2015-01-19,0.003914299064704514,0.004975766801009751,0.01190594739278339,0.0014805833476503327,0.36653493256581704,0.36653493256581704,89551555
2015-01-20,0.008461902363839022,0.0016023440003662959,0.009292505172191934,0.00037279023682001977,0.823319341856581,0.823319341856581,87021887
2015-01-21,0.007352170252137568,0.003469636358330197,0.007352170252137524,0.0025930397581415132,0.7118522032847004,0.7118522032847004,100206965
2015-01-22,0.005343513907621706,0.001834821040568979,0.007172969974387655,0.001834821040568979,0.5100925418884562,0.5100925418884562,99005014
2015-01-23,0.01082553943589369,0.005602213989845728,0.010917326519743087,0.005602213989845728,1.0607350733346705,1.0607350733346705,119899956
2015-01-26,0.0007105947244940378,0.0003822218280338241,0.0008013988051871479,-0.003639554257550026,0.04473857120250336,0.04473857120250336,90717233
2015-01-27,0.004634050352038009,0.002942706382475846,0.004859844244418765,-0.0006837123470219142,0.4388304132827502,0.4388304132827502,91189724
2015-01-28,-0.0011206111584304798,-0.0019314001127962444,-0.0006616541985109414,-0.005280630650973284,-0.13919706313056193,-0.13919706313056193,83360493
2015-01-29,-0.008834056011405883,-0.0033182909750054668,-0.003027046805146205,-0.01126810024687408,-0.9139747029114613,-0.9139747029114613,83535098
2015-01-30,-0.006894100923951647,0.002752760716672631,0.004216656589122625,-0.006894100923951596,-0.719115745261823,-0.719115745261823,87386116
2015-02-02,0.0026789405153435494,0.0007391654053499064,0.005182703102251551,-0.0010382496734105962,0.2424492355263371,0.2424492355263371,73061323
2015-02-03,0.0065771882147525225,0.0007968475517710072,0.007795896235108346,0.0007968475517710072,0.6340090650705028,0.6340090650705028,77845519
2015-02-04,0.00689933991128972,0.0030469703335793685,0.009011793119286793,0.0030469703335793685,0.6663676202753507,0.6663676202753507,98275417
2015-02-05,-0.00019655410177937173,-0.0003006121556624608,0.0003678820086778778,-0.004362029531465472,-0.0463800716278796,-0.0463800716278796,74420917
2015-02-06,-0.005873602430601079,0.0010334260227815584,0.0010334260227815584,-0.00666522989260987,-0.6166116852537868,-0.6166116852537868,72878511
2015-02-09,-0.0036674428786254375,0.0009454134756319288,0.0009454134756319288,-0.0045472907664617646,-0.39501379698983563,-0.39501379698983563,66408178
2015-02-10,-0.002950697871888688,-0.0016886907604946044,0.0014403226662420554,-0.003329618425940706,-0.32302028238915986,-0.32302028238915986,76023534
2015-02-11,0.007294250401864932,0.0038823892608874644,0.010115290034810487,0.0038823892608874644,0.7060344388816333,0.7060344388816333,97422271
2015-02-12,0.0036027486150184787,0.00361120329055975,0.00402970972985206,-0.0015884221673136967,0.3352412205238766,0.3352412205238766,76959919
2015-02-13,0.003496094798927239,0.00039278414457832866,0.004820819876351967,0.00038541286036353206,0.32452836868143475,0.32452836868143475,77582871
2015-02-24,0.010479027777923585,0.005549078599004442,0.011435005577411506,0.005549078599004442,1.025929679682966,1.025929679682966,114787053
2015-02-25,0.007287081086301603,0.002736419931937295,0.0072870810863014945,0.0025339144720786244,0.7053143163557113,0.7053143163557113,97194559
